business_id,labels
3dng5,5 6 8
3dnyh,1 2 5 6
3dtq0,1 2 5 6
3e3ov,1 2 5 6 8
3e7aa,6 8
3eb5l,1 2 5 6 8
3ekst,1 2 3 5 6
3eoj5,0 3 8
3exi9,2 5 6 8
3exv5,1 2 5 6 8
3ey33,3 5 6 8
3f459,1 2 3 5 6 8
3f89e,1 2 5 6 8
3fkav,5 6 8
3fr95,1 2 3 4 5 6 7
3fswv,1 2 5 6 8
3g3lt,1 2 5 6 8
3g63s,1 2 5 6 8
3gatb,1 2 3 5 6
3gc11,1 2 5 6 8
3ggkj,1 2 5 6 8
3gjcv,1 2 3 5 6 8
3gke3,1 2 5 6 8
3h1mv,1 2 5 6
3h8zc,1 2 5 6 8
3hcbc,1 2 4 5 6 7
3hi0o,1 2 5 6 8
3hr0u,1 2 3 5 6 8
3hss1,1 2 5 6 8
3hx0z,1 2 3 4 5 6 7
3i0lb,2 3 5 6 8
3i26e,1 2 5 6 8
3i2or,1 2 5 6 8
3i7w0,1 2 5 6 8
3iajk,1 2 5 6 8
3iiuk,1 2 5 6 8
3imha,1 2 5 6 8
3ipkg,1 2 5 6 8
3iqxk,1 2 3 5 6 8
3irvx,1 2 4 5 6
3ivad,1 2 3 5 6 8
3iy7g,1 2 5 6 8
3iymv,1 2 5 6 8
3j75n,1 2 3 5 6 8
3j8ta,1 2 3 5 6 8
3jcil,6 8
3jd77,2 5 6 8
3jdn8,1 2 5 6
3jfq7,1 2 3 5 6 8
3jhog,1 2 3 5 6 8
3jhq1,1 2 3 5 6 8
3jj09,1 2 5 6 8
3jmrd,1 2 3 5 6 8
3k44j,1 2 3 5 6 8
3k73e,1 2 5 6 8
3k8b1,1 2 3 5 6 8
3kklx,1 2 5 6 8
3knwe,1 2 5 6 8
3kr31,1 2 5 6 8
3kvyt,1 2 4 5 6 7
3kw0t,1 2 3 4 5 6
3kwl4,1 2 5 6
3l16a,2 3 5 6 8
3lbq5,1 2 5 6 8
3lbrj,1 2 5 6 8
3lc50,1 2 5 6 8
3lfzc,1 2 3 5 6
3lnc9,1 2 5 6 8
3lq1n,1 2 5 6 8
3lskm,1 2 4 5 6
3m2tp,1 2 5 6 8
3mbpn,1 2 3 5 6
3mc0u,1 2 3 5 6 8
3mgm3,1 2 5 6 8
3mh6y,1 2 3 5 6 8
3mhez,0 3 5 8
3mi5u,1 2 5 6 8
3mlkv,1 2 5 6 8
3n1bz,1 2 3 5 6 8
3n1vw,1 2 3 4 5 6 7
3n3ay,1 2 3 5 6 8
3n3w3,1 2 5 6 8
3nkeq,1 2 3 5 6 8
3nogw,1 2 5 6 8
3npq7,5 6 8
3nw71,1 2 3 5 6
3o0k1,1 2 5 6 8
3odrn,1 2 4 5 6 7
3oebi,1 2 5 6 8
3ohep,1 2 5 6 8
3ojhw,1 2 5 6 8
3ok9v,1 2 3 5 6 8
3omvg,1 2 5 6 8
3onrh,1 2 5 6 8
3oyw2,1 2 3 5 6 8
3p0bb,1 2 3 5 6
3p3da,1 2 3 5 6 8
3p5w1,1 2 3 5 6 8
3pdhd,1 2 5 6
3pjvf,1 2 5 6 8
3pmcs,1 2 5 6 8
3pozb,1 2 4 5 6
3pvg0,1 2 3 5 6 8
3q1fz,1 2 5 6
3q1nt,1 2 5 6 8
3q2xo,1 2 3 5 6 8
3q5h7,1 2 5 6 8
3q8rd,1 2 5 6 8
3qash,1 2 5 6 8
3qdz1,1 2 5 6
3qvua,1 2 5 6 8
3qw0y,1 2 5 6
3r5iq,1 2 3 5 6 8
3rata,1 2 3 5 6 8
3re4h,1 2 5 6 8
3rea5,1 2 5 6
3rh85,1 2 3 5 6 8
3rqqs,1 2 5 6 8
3ru0h,1 2 5 6 8
3rxt6,1 2 3 5 6 8
3s322,1 2 4 5 6 7
3s33a,1 2 5 6 8
3s8ky,1 2 5 6 8
3s99t,1 2 5 6 8
3scb6,1 2 5 6 8
3sfye,1 2 5 6 8
3sgoc,1 2 5 6 8
3sh8x,1 2 5 6 8
3sixj,1 2 5 6 8
3sjqz,1 2 5 6 8
3snbw,1 2 5 6 8
3suu4,1 2 5 6 8
3t4ux,1 2 5 6 8
3ths5,0 8
3tkii,3 5 6 8
3tkvc,1 2 5 6 8
3tlno,1 2 5 6 8
3ttac,1 2 5 6 8
3ttkn,1 2 5 6 8
3tugl,1 2 5 6 8
3tv9h,1 2 5 6 8
3ty8o,1 2 5 6 8
3u1dr,1 2 3 5 6 8
3u2xp,1 2 5 6 8
3u7bv,1 2 4 5 6 7
3uady,1 2 3 4 5 6
3ucqw,1 2 3 5 6 8
3uj3x,1 2 3 5 6
3uojh,1 2 3 5 6 8
3uopw,1 2 5 6
3us2u,1 2 3 4 5 6
3us9s,1 2 5 6 8
3uzvp,1 2 5 6 8
3v1qr,1 2 5 6 8
3v9x5,0 8
3vfiz,1 2 3 5 6 8
3vjyi,1 2 3 5 6 8
3vrix,1 2 3 5 6 8
3vuja,1 2 5 6 8
3vv8j,1 2 5 6
3vvch,3 8
3w12v,1 2 5 6
3w7go,1 2 5 6 8
3wa7e,1 2 5 6
3wla7,1 2 5 6 8
3wt35,1 2 3 5 6 8
3wzpy,1 2 3 5 6
3x2p1,1 2 5 6 8
3x5vt,1 2 5 6
3xiqa,1 2 5 6 8
3xoea,1 2 5 6 8
3xsjo,1 2 5 6 8
3xxqo,1 2 5 6 8
3yksr,1 2 3 5 6
3yowd,1 2 5 6 8
3yp11,1 2 3 5 6 8
3ytl4,1 2 5 6 8
3ytpf,1 2 5 6 8
3yuoy,1 2 4 5 6
3yutj,1 2 5 6 8
3yw0r,3 5 6 8
3yz1o,1 2 3 5 6 8
3z35t,1 2 3 5 6 8
3zc30,1 2 5 6 8
3zhv1,1 2 5 6 8
3zo1q,1 2 4 5 6
3zxx3,2 5 6 8
3zyg8,6 8
4051c,1 2 5 6 8
405m5,1 2 3 4 5 6
40a5n,1 2 5 6
40b18,1 2 3 5 6 8
40k83,1 2 3 5 6 8
40m1h,1 2 5 6 8
413x5,1 2 4 5 6 7
4166n,1 2 5 6 8
4184t,1 2 3 5 6 8
41ceo,1 2 5 6 8
41ih3,1 2 3 5 6 8
41mcz,1 2 3 5 6 8
41nrc,1 2 3 5 6
41op5,5 6 8
41p7x,2 3 5 6 8
41p7y,1 2 5 6 8
41r1s,1 2 4 5 6
41rks,1 2 5 6 8
41u8h,1 2 4 5 6
41wl9,1 2 5 6 8
424fd,1 2 4 5 6
428qn,1 2 5 6 8
42chg,1 2 5 6 8
42kip,1 2 5 6
435hp,1 2 3 5 6 8
43cgr,1 2 3 5 6 8
43iah,1 2 5 6 8
43ndv,1 2 5 6 8
43q1l,2 5 6 8
43qbi,1 2 5 6 8
43raw,1 2 5 6 8
44040,2 3 5 6 8
44a2o,1 2 5 6 8
44kri,1 2 5 6 8
44ob3,1 2 5 6 8
44uar,1 2 3 5 6
44xvi,1 2 5 6 8
44yd1,1 2 5 6
456hu,1 2 5 6 8
4570i,1 2 5 6 8
45mki,1 2 5 6 8
45nqg,3 5 8
45p3a,1 2 5 6 8
45puk,1 2 5 6 8
45pxp,1 2 3 5 6 8
45wtd,1 2 5 6
46158,1 2 3 5 6 8
464if,1 2 5 6 8
466bp,1 2 5 6
4696o,1 2 5 6 8
46b4l,1 2 5 6 8
46b7v,0 3 8
46fnw,1 2 3 4 5 6 8
46gtt,1 2 3 5 6
46tfq,5 6 8
46vkz,1 2 3 4 5 6 7
4708h,1 2 3 5 6 8
4720r,3 8
47po7,1 2 5 6
47zm0,6 8
48gq7,1 2 5 6 8
48myl,1 2 3 5 6 8
48t5s,1 2 3 5 6 8
49dks,3 8
49ftu,1 2 5 6 8
49jdr,1 2 5 6 8
49mi6,1 2 5 6 8
49o0u,1 2 5 6 8
49pwu,1 2 3 4 5 6
49qfc,1 2 5 6 8
49uuw,1 2 5 6 8
49xmz,1 2 5 6 8
4a2th,1 2 3 5 6 8
4a2wx,1 2 5 6 8
4acgy,1 2 5 6 8
4aoto,1 2 5 6 8
4apr2,1 2 5 6 8
4arsh,1 2 5 6 8
4avli,1 2 5 6 8
4ayif,1 2 5 6 8
4b11u,1 2 3 5 6 8
4b82y,1 2 3 5 6 8
4bmig,1 2 5 6
4br7l,1 2 5 6 8
4brvi,1 2 5 6 8
4bs31,1 2 5 6 8
4bva5,1 2 5 6 8
4c7r1,1 2 5 6 8
4ce0o,1 2 5 6 8
4cf4i,1 2 3 5 6
4cvyx,1 2 5 6 8
4cy0n,1 2 3 5 6 8
4d8mm,1 2 5 6 8
4ditm,1 2 5 6
4dnpo,1 2 5 6
4dskp,1 2 3 5 6
4e77s,1 2 5 6 8
4enrl,1 2 5 6 8
4eqpg,0 3 8
4f03b,1 2 5 6 8
4f65u,1 2 5 6 8
4fcgu,1 2 5 6
4fipv,1 2 3 5 6
4fnou,5 6 8
4fnz7,1 2 5 6 8
4fwbf,1 2 3 5 6
4fx3y,1 2 3 5 6 8
4g2fo,1 2 5 6 8
4g2mv,1 2 5 6 8
4gcr6,0 3 8
4gluo,1 2 5 6 8
4gq0l,1 2 5 6 8
4gtky,1 2 4 5 6
4gtve,1 2 5 6 8
4gu69,1 2 4 5 6
4gulu,1 2 5 6 8
4gzvu,1 2 5 6 8
4h002,1 2 5 6 8
4h41v,1 2 3 5 6 8
4hbwo,1 2 4 5 6 7
4hg1u,1 2 5 6 8
4hino,1 2 5 6 8
4hkpt,1 2 4 5 6
4hoyc,2 3 5 6 8
4hvfk,1 2 5 6 8
4hznd,3 6 8
4ijuf,1 2 3 5 6 8
4imdz,1 2 5 6 8
4imrz,1 2 5 6 8
4io7m,1 2 3 5 6
4izxz,1 2 5 6
4ja8p,5 8
4jazg,1 2 5 6 8
4jdn1,1 2 3 5 6 8
4jgxm,1 2 5 6 8
4jl87,1 2 3 5 6 8
4jloi,1 2 5 6 8
4jnwd,1 2 5 6 8
4joan,3 8
4jp48,1 2 5 6
4jscm,1 2 4 5 6 7
4jt8m,1 2 3 5 6
4jvbx,1 2 3 5 6 8
4jwjt,1 2 5 6
4k1q5,1 2 5 6 8
4k5oi,1 2 3 5 6 8
4kbi0,1 2 3 5 6 8
4kddc,1 2 3 5 6 8
4kj3s,1 2 5 6 8
4kkjb,1 2 3 5 6 8
4knil,1 2 3 5 6 8
4koqz,1 2 3 5 6 8
4l62v,3 8
4l81n,1 2 3 5 6 8
4lap8,1 2 3 5 6
4lc62,1 2 5 6 8
4lq3o,1 2 5 6
4lrbf,1 2 3 5 6 8
4lu43,1 2 5 6 8
4lv8v,1 2 3 5 6 8
4m642,1 2 3 5 6 8
4m6x1,1 2 5 6 8
4m778,1 2 3 5 6 8
4mazr,1 2 5 6 8
4mci2,1 2 3 4 5 6
4mfo0,2 3 5 6 8
4mgrr,1 2 5 6 8
4myxx,1 2 5 6 8
4mzcc,3 8
4mzkl,1 2 5 6 8
4nalr,1 2 3 5 6 8
4nbue,1 2 3 5 6
4nde0,1 2 3 5 6 8
4nhib,1 2 5 6 8
4nhqs,1 2 5 6 8
4nmyu,1 2 3 4 5 6 7
4nuci,1 2 4 5 6
4nvi2,1 2 5 6 8
4nw4d,1 2 5 6
4nwyt,1 2 3 5 6
4nzwz,1 2 3 5 6 8
4o1yx,3 5 6 8
4o2co,6 8
4o5jr,1 2 5 6 8
4om28,1 2 5 6 8
4omeh,1 2 4 5 6
4osgz,1 2 5 6 8
4our2,1 2 5 6 8
4ov5m,1 2 3 5 6 8
4ovqs,1 2 3 5 6
4ozkr,1 2 5 6 8
4p4bz,1 2 5 6 8
4p8ht,1 2 5 6
4pe0y,1 2 3 5 6
4pivf,1 2 3 5 6 8
4pkff,5 6 8
4pmv2,1 2 5 6 8
4pwnh,1 2 5 6 8
4q1gg,1 2 5 6 8
4q512,1 2 3 4 5 6 7
4q8ed,1 2 5 6 8
4qa4i,3 6 8
4qoby,1 2 5 6 8
4qrem,1 2 5 6 8
4qs1d,1 2 5 6 8
4qwpb,1 2 5 6 8
4qxq5,1 2 5 6 8
4qxx1,1 2 5 6 8
4r1n1,1 2 3 5 6 8
4r7cf,1 2 3 5 6 8
4r7rt,1 2 3 4 5 6
4rp53,1 2 5 6 8
4rtli,1 2 3 5 6 8
4rwk8,1 2 3 5 6
4rx53,1 2 5 6 8
4rxzx,1 2 5 6 8
4s1ku,1 2 5 6 8
4scs2,1 2 5 6 8
4sfra,1 2 5 6 8
4smco,1 2 5 6 8
4so8s,5 8
4spm4,1 2 5 6 8
4spv5,1 2 5 6 8
4syo7,1 2 3 5 6 8
4sz0s,1 2 3 5 6 8
4t4n2,1 2 5 6 8
4tdbi,1 2 5 6 8
4teqn,1 2 3 4 5 6
4ti3g,1 2 3 5 6 8
4tm32,1 2 5 6 8
4tm5u,1 2 5 6
4tmz4,1 2 5 6 8
4trqq,1 2 3 4 5 6 7
4tvit,1 2 5 6 8
4tyuf,1 2 3 5 6 8
4u174,1 2 5 6 8
4u9uo,1 2 5 6 8
4udet,1 2 5 6 8
4udt2,1 2 3 5 6 8
4uh38,1 2 3 5 6 8
4uj43,1 2 3 5 6
4uo0g,1 2 5 6 8
4uoyi,1 2 5 6 8
4urqh,1 2 4 5 6
4uyrk,1 2 3 5 6 8
4v0ts,1 2 5 6 8
4vhok,5 6 8
4vhyi,1 2 3 5 6 8
4vkpu,1 2 5 6 8
4vmy9,1 2 5 6 8
4vqr2,2 5 6 8
4vrnv,1 2 3 5 6 8
4vtpw,1 2 4 5 6 7
4vy5t,1 2 5 6 8
4w5dg,1 2 5 6 8
4w9e9,1 2 5 6 8
4wby9,1 2 5 6 8
4wdhu,1 2 3 5 6
4whn5,6 8
4wn33,1 2 3 5 6 8
4woz6,1 2 3 5 6 8
4wqeh,1 2 3 5 6 8
4wrib,1 2 5 6 8
4wt9x,1 2 3 5 6 8
4wtnr,1 2 4 5 6 7
4xoit,1 2 5 6 8
4xtha,1 2 3 5 6
4y0gz,1 2 5 6 8
4y4ur,1 2 3 5 6
4yipn,1 2 3 5 6 8
4yszy,1 2 5 6 8
4z948,1 2 5 6 8
4z9f1,1 2 5 6 8
4zdez,1 2 3 5 6
4zhac,1 2 5 6
4zmmt,1 2 5 6 8
4ztgl,1 2 5 6 8
4zu5m,1 2 5 6 8
502n8,1 2 5 6 8
5051o,1 2 3 5 6 8
506vx,1 2 5 6 8
50k4y,1 2 3 5 6 8
50l9g,1 2 5 6 8
50vln,1 2 3 5 6 8
50ywf,1 2 5 6 8
5106y,1 2 5 6 8
513u1,1 2 3 5 6 8
51dej,1 2 3 5 6
51gea,1 2 5 6 8
51geg,1 2 5 6 8
523fd,1 2 5 6 8
524ft,1 2 5 6 8
526bq,1 2 3 5 6 8
5297g,1 2 5 6 8
52gqx,1 2 3 4 5 6
52iah,1 2 5 6 8
52je4,1 2 5 6 8
52kck,3 5 6 8
52pjx,1 2 5 6 8
530l7,1 2 5 6 8
53cls,1 2 4 5 6 7
53kmd,1 2 3 5 6 8
53xdp,1 2 5 6 8
53xyc,1 2 3 5 6 8
53yb2,1 2 5 6 8
53z9l,1 2 5 6 8
54133,8
541aj,2 3 5 6 8
541rl,1 2 3 5 6
545wg,1 2 5 6 8
54c7f,1 2 5 6 8
54ivq,1 2 3 5 6 8
555qz,1 2 5 6 8
558xu,1 2 5 6 8
559bx,1 2 5 6 8
55bhh,1 2 3 5 6 8
55hkz,1 2 3 5 6 8
55m03,1 2 5 6 8
55sed,1 2 5 6 8
55vef,1 2 3 5 6 8
563p9,1 2 5 6 8
565cs,1 2 5 6 8
565ej,1 2 5 6 8
568b1,1 2 3 5 6 8
56na4,1 2 3 5 6 8
56ocj,1 2 5 6 8
56odm,1 2 4 5 6 7
56vqj,1 2 5 6
570f3,2 5 6 8
572xf,1 2 5 6 8
577uy,1 2 5 6 8
57aq9,3 5 6 8
57fvx,1 2 5 6 8
57k1o,1 2 5 6
57p28,1 2 5 6 8
57v2i,1 2 5 6 8
57w88,1 2 5 6 8
57ycn,1 2 3 5 6 8
57z69,1 2 5 6
581a5,1 2 5 6 8
581ww,1 2 3 5 6 8
5821a,6 8
587ub,1 2 4 5 6 7
58iv4,1 2 5 6
58pfr,1 2 5 6 8
593ar,1 2 3 5 6
594ra,1 2 5 6 8
59bk7,1 2 5 6 8
59ly1,1 2 3 5 6 8
59nqt,1 2 3 5 6 8
59tfa,1 2 3 4 5 6 7
59zf6,1 2 5 6 8
59zzb,1 2 3 5 6 8
5a5za,1 2 4 5 6 7
5a9q1,1 2 3 5 6 8
5atth,1 2 3 5 6 8
5ayok,1 2 3 5 6 8
5aysv,1 2 3 5 6 8
5b0y7,1 2 5 6 8
5b5tb,1 2 3 5 6 8
5b6wz,1 2 5 6 8
5bcjp,1 2 5 6
5bllw,1 2 5 6 8
5brs6,1 2 3 5 6 8
5bvkz,1 2 5 6 8
5c1an,1 2 5 6 8
5c5cu,2 5 6 8
5c6k5,1 2 5 6 8
5c9x6,1 2 5 6 8
5chn5,1 2 3 5 6
5cwm8,1 2 5 6 8
5d29c,1 2 5 6 8
5d4wv,3 5 6 8
5d704,1 2 5 6
5d78t,1 2 5 6 8
5dgcc,3 8
5dqcr,1 2 3 5 6 8
5dqqj,1 2 5 6 8
5dqta,1 2 5 6 8
5drpv,1 2 3 5 6
5duvk,1 2 4 5 6 8
5dwi7,1 2 3 5 6 8
5e890,1 2 5 6 8
5e91h,1 2 5 6 8
5e99b,3 5 6 8
5eaqg,3 5 6 8
5ecu6,1 2 3 5 6 8
5edqg,1 2 5 6 8
5eff4,1 2 3 5 6 8
5em9z,1 2 5 6 8
5esw5,1 2 5 6 8
5ewfu,1 2 5 6 8
5eyrp,1 2 5 6 8
5ezd2,1 2 5 6 8
5f78a,1 2 3 5 6 8
5f7q5,1 2 3 4 5 6 7
5f7s8,2 3 5 6 8
5fbcl,2 3 5 6 8
5ffru,1 2 3 5 6 8
5fjer,1 2 4 5 6 7
5fpds,6 8
5fsi6,1 2 5 6 8
5fubh,1 2 5 6 8
5g8sg,1 2 5 6 8
5g90k,1 2 3 4 5 6 7
5gler,1 2 5 6 8
5gmq7,1 2 5 6 8
5goyj,1 2 5 6
5gybb,1 2 5 6 8
5h2ff,1 2 5 6 8
5h353,1 2 5 6 8
5h9t8,1 2 5 6 8
5hbs4,1 2 5 6 8
5hiat,1 2 5 6 8
5hkpy,1 2 5 6 8
5hm64,1 2 5 6 8
5honn,1 2 3 5 6 8
5hrje,3 5 6 8
5hs8q,1 2 5 6 8
5htf5,1 2 3 5 6
5htfm,1 2 3 5 6
5i1av,1 2 5 6 8
5i4hp,1 2 3 5 6 8
5i6ry,1 2 5 6 8
5i7xd,1 2 5 6 8
5i8et,1 2 3 5 6 8
5icfq,1 2 5 6 8
5ipd7,2 3 5 6 8
5itcv,1 2 5 6
5iuy0,1 2 5 6 8
5ivgd,1 2 3 5 6
5ixab,1 2 5 6 8
5j1fk,1 2 5 6 8
5jd86,1 2 4 5 6 7
5jdqz,1 2 5 6 8
5jftz,1 2 5 6 8
5jmse,1 2 5 6 8
5juda,1 2 5 6 8
5jz4q,1 2 5 6 8
5k07l,1 2 4 5 6 7
5k78l,1 2 3 5 6 8
5kgya,3 5 6 8
5khy1,1 2 5 6
5kkde,1 2 3 5 6 8
5ksfv,1 2 5 6 8
5l3sf,1 2 5 6 8
5lk32,1 2 3 5 6
5lkgz,1 2 5 6 8
5ltfa,1 2 5 6 8
5ltvs,1 2 3 4 5 6 7
5lz0n,2 3 5 6 8
5ma8f,1 2 5 6 8
5mr5v,1 2 5 6 8
5msct,1 2 5 6 8
5mtgx,1 2 5 6
5mvee,1 2 5 6 8
5n31f,1 2 3 5 6 8
5n61t,1 2 5 6 8
5n9un,1 2 5 6 8
5nahm,1 2 5 6
5nft0,1 2 5 6 8
5nh7g,1 2 5 6 8
5ni1a,1 2 4 5 6
5nj26,1 2 5 6 8
5np6w,1 2 5 6 8
5ns08,1 2 5 6 8
5o1j4,1 2 5 6 8
5o2i8,1 2 5 6 8
5o7ja,1 2 5 6
5or5u,1 2 5 6
5orqn,1 2 3 5 6 8
5ow1r,0 3 5 8
5oxqk,1 2 3 5 6 8
5oz4j,1 2 3 5 6 8
5ozdi,1 2 5 6 8
5p1m5,1 2 5 6 8
5p50n,1 2 5 6 8
5p7gc,1 2 5 6 8
5pcy1,1 2 5 6 8
5pep8,1 2 5 6 8
5pkdl,1 2 3 5 6 8
5pp90,1 2 3 5 6 8
5ppbt,1 2 5 6 8
5ptlv,1 2 3 5 6
5q2os,1 2 5 6 8
5q2ts,8
5q37q,1 2 4 5 6 7
5q9p3,1 2 3 5 6 8
5qjc3,3 5 6 8
5qpv0,1 2 4 5 6
5qssv,1 2 5 6 8
5qtyd,1 2 4 5 6 7
5qwl4,1 2 3 4 5 6 7
5qy7n,1 2 5 6 8
5qz8x,1 2 5 6
5r2us,8
5r7ry,1 2 3 5 6 8
5r9xc,1 2 3 5 6
5reet,0 3 5 8
5repx,1 2 5 6 8
5riww,1 2 3 5 6 8
5rvll,1 2 5 6
5sarz,1 2 5 6 8
5si7f,3 8
5slet,3 8
5sr33,1 2 5 6 8
5ssnz,0 8
5sxcm,1 2 3 5 6 8
5tc3r,1 2 5 6 8
5teqb,1 2 5 6
5tesj,1 2 5 6 8
5teud,1 2 5 6 8
5tqpf,1 2 5 6 8
5tum5,1 2 3 5 6 8
5tvun,1 2 5 6 8
5tvuq,3 8
5tz0z,1 2 5 6
5u0os,3 5 6 8
5u47m,1 2 5 6 8
5ubhf,1 2 5 6 8
5ukig,1 2 5 6 8
5ukiq,1 2 5 6 8
5upg5,1 2 3 4 5 6 8
5ut1l,1 2 3 5 6
5v1f4,1 2 5 6 8
5va0r,2 5 6 8
5vbik,1 2 3 5 6
5vg97,1 2 3 5 6 8
5vgks,1 2 4 5 6
5vknk,1 2 4 5 6 7
5vni4,1 2 5 6
5vooj,1 2 3 5 6
5vtue,1 2 3 5 6
5vwxy,2 3 5 6 8
5w013,3 8
5w45d,1 2 3 5 6 8
5w583,1 2 5 6
5w7kz,1 2 5 6 8
5w97q,1 2 3 5 6 8
5wbcz,1 2 5 6 8
5wl0t,1 2 5 6 8
5wl6j,1 2 5 6 8
5wnfy,0 3 8
5wsn5,1 2 5 6 8
5wtyv,1 2 3 5 6
5wu6t,1 2 3 5 6 8
5wupx,1 2 5 6 8
5x1qe,1 2 5 6 8
5xbfa,1 2 5 6 8
5xcxr,1 2 3 5 6 8
5xdl9,1 2 4 5 6 7
5xhql,1 2 4 5 6
5xims,1 2 3 5 6 8
5xivb,1 2 4 5 6
5xnuf,1 2 5 6 8
5xs60,1 2 5 6
5xumd,3 5 8
5xuob,1 2 5 6 8
5xvdq,1 2 5 6 8
5y5xb,1 2 3 5 6 8
5y7ev,6 8
5yawt,1 2 5 6 8
5yiqo,1 2 5 6 8
5yqd1,1 2 3 5 6 8
5yxck,1 2 5 6 8
5yxw6,1 2 4 5 6
5z4jq,3 5 6 8
5zgtz,1 2 3 4 5 6
5zhva,1 2 5 6 8
5zpch,1 2 5 6 8
5zqt3,1 2 5 6 8
600kd,1 2 5 6
602xk,1 2 5 6
60aoe,1 2 4 5 6 7
60dam,1 2 5 6 8
60dj9,1 2 5 6 8
60ky8,1 2 3 5 6 8
6148c,1 2 3 5 6 8
614sw,1 2 5 6 8
61f1p,1 2 3 5 6 8
61nds,1 2 5 6 8
61ni2,1 2 5 6 8
623m6,1 2 5 6 8
62423,1 2 5 6 8
625bb,1 2 5 6 8
62pzw,1 2 5 6 8
62rd1,3 5 6 8
62rym,1 2 5 6 8
62rzb,1 2 5 6 8
6327e,1 2 5 6 8
63893,1 2 5 6 8
639hl,1 2 5 6 8
63n9h,1 2 5 6
63opq,1 2 3 5 6 8
64080,1 2 5 6 8
649kt,1 2 5 6 8
64it1,3 5 8
64n19,2 3 5 6 8
64u84,1 2 5 6 8
652zd,1 2 5 6 8
65b5k,1 2 3 5 6 8
65g4l,1 2 5 6 8
65hfb,1 2 5 6 8
65nvy,1 2 5 6 8
65yu6,1 2 3 5 6
661h4,1 2 5 6 8
662mw,1 2 5 6 8
66ctk,2 5 6 8
66gea,5 6 8
66jqt,1 2 5 6 8
66k2b,1 2 5 6 8
66kqx,0 3 8
66nmf,3 8
66r3g,1 2 5 6 8
66rbf,1 2 3 5 6 8
66w6t,5 6 8
66xpz,1 2 3 5 6 8
670o8,1 2 5 6 8
672nl,1 2 4 5 6 7
67hb6,1 2 5 6 8
67khj,1 2 3 5 6
67p7z,1 2 5 6 8
67tw0,1 2 5 6 8
67yhw,1 2 5 6 8
680tt,1 2 3 5 6 8
688xo,1 2 5 6 8
68ah1,1 2 5 6 8
68iw4,1 2 3 5 6 8
68rjj,1 2 5 6 8
68t0b,5 6 8
68ut8,1 2 5 6 8
68ycn,1 2 5 6 8
68zwr,1 5 6 8
69010,1 2 5 6 8
690la,1 2 5 6 8
693ch,1 2 5 6 8
693is,1 2 5 6 8
696d4,1 2 5 6 8
698t0,1 2 3 5 6 8
699et,0 3 8
69bex,1 2 5 6 8
69k69,1 2 5 6
69x13,1 2 5 6 8
6a5xi,1 2 3 5 6 8
6aaxu,1 2 5 6 8
6anhu,1 2 5 6 8
6argv,6 8
6aunr,1 2 3 4 5 6
6b7oy,1 2 5 6
6bhlz,1 2 3 5 6 8
6bhqj,1 2 3 5 6 8
6bqlc,1 2 5 6 8
6bths,1 2 3 5 6 8
6bym8,1 2 4 5 6
6c1y9,1 2 5 6
6c7ok,5 6 8
6ccoa,1 2 5 6 8
6cdlq,1 2 3 5 6 8
6ckya,1 2 5 6 8
6cl2n,1 2 5 6 8
6cspz,1 2 5 6 8
6dfrq,1 2 5 6 8
6dkje,1 2 5 6 8
6dn2r,1 2 5 6 8
6dty9,1 2 5 6 8
6du1v,1 2 5 6 8
6dwj3,1 2 5 6 8
6dxv3,6 8
6e2b3,1 2 3 5 6 8
6e3y5,1 2 5 6 8
6e55p,1 2 3 5 6 8
6e5hb,1 2 5 6 8
6e87m,1 2 5 6 8
6emon,1 2 5 6 8
6erro,1 2 5 6 8
6ew9i,1 2 5 6 8
6ewjw,1 2 4 5 6 7
6ewr4,1 2 3 5 6
6ey8p,1 2 3 5 6 8
6eymb,1 2 5 6
6f7i7,1 2 5 6 8
6f7mv,1 2 5 6 8
6fh9r,1 2 3 5 6 8
6fl9q,1 2 5 6 8
6fw0d,3 5 6 8
6fw7o,2 3 5 6 8
6g4gn,1 2 3 4 5 6
6g7o6,1 2 3 5 6 8
6gqep,1 2 5 6 8
6gy3q,1 2 5 6
6h1ni,1 2 4 5 6 7
6h41d,1 2 5 6 8
6h6ig,1 2 5 6 8
6hclr,1 2 5 6 8
6hh1l,1 2 3 5 6 8
6hr5b,1 2 5 6 8
6hstv,1 2 5 6 8
6htr9,1 2 5 6 8
6i4y0,3 5 6 8
6i5ms,1 2 5 6 8
6i7mk,1 2 4 5 6
6imad,1 2 5 6 8
6immi,2 3 5 6 8
6j65t,1 2 5 6 8
6j7rx,1 2 5 6 8
6j8d3,1 2 5 6 8
6j9r2,2 3 5 6 8
6ja7z,1 2 5 6 8
6jawt,1 2 5 6 8
6jg4s,8
6jrmr,1 2 5 6 8
6jsrb,1 2 5 6 8
6juit,1 2 5 6 8
6jurr,1 2 3 5 6 8
6jvtf,1 2 4 5 6
6kbgh,1 2 4 5 6
6kf99,1 2 5 6 8
6khuf,5 6 8
6koxs,1 2 5 6 8
6kz0d,1 2 5 6 8
6l1yf,1 2 5 6 8
6l2ip,1 2 5 6 8
6l2kg,1 2 5 6 8
6l2lr,0 6 8
6l8zy,1 2 5 6 8
6lich,1 2 5 6 8
6lwyn,1 2 4 5 6
6lzf2,1 2 5 6
6m0zm,1 2 5 6
6m9og,1 2 5 6 8
6mby2,1 2 5 6
6mcg8,1 2 5 6 8
